anio,mes,dia,hora(utc),altura(mm)
2016,4,2,10,615 
2016,4,2,11,522 
2016,4,2,12,502 
2016,4,2,13,548 
2016,4,2,14,637 
2016,4,2,15,734 
2016,4,2,16,793 
2016,4,2,17,783 
2016,4,2,18,704 
2016,4,2,19,574 
2016,4,2,20,413 
2016,4,2,21,257 
2016,4,2,22,154 
2016,4,2,23,139 
2016,4,3,0,226 
2016,4,3,1,409 
2016,4,3,2,661 
2016,4,3,3,935 
2016,4,3,4,1179 
2016,4,3,5,1335 
2016,4,3,6,1364 
2016,4,3,7,1266 
2016,4,3,8,1072 
2016,4,3,9,825 
2016,4,3,10,584 
2016,4,3,11,406 
2016,4,3,12,333 
2016,4,3,13,374 
2016,4,3,14,507 
2016,4,3,15,686 
2016,4,3,16,857 
2016,4,3,17,959 
2016,4,3,18,951 
2016,4,3,19,832 
2016,4,3,20,634 
2016,4,3,21,396 
2016,4,3,22,174 
2016,4,3,23,33 
2016,4,4,0,17 
2016,4,4,1,144 
2016,4,4,2,391 
2016,4,4,3,709 
2016,4,4,4,1038 
2016,4,4,5,1307 
2016,4,4,6,1443 
2016,4,4,7,1407 
2016,4,4,8,1218 
2016,4,4,9,931 
2016,4,4,10,612 
2016,4,4,11,333 
2016,4,4,12,170 
2016,4,4,13,163 
2016,4,4,14,301 
2016,4,4,15,536 
2016,4,4,16,804 
2016,4,4,17,1037 
2016,4,4,18,1157 
2016,4,4,19,1119 
2016,4,4,20,935 
2016,4,4,21,656 
2016,4,4,22,344 
2016,4,4,23,73 
2016,4,5,0,-79 
2016,4,5,1,-61 
2016,4,5,2,128 
2016,4,5,3,442 
2016,4,5,4,815 
2016,4,5,5,1174 
2016,4,5,6,1433 
2016,4,5,7,1506 
2016,4,5,8,1370 
2016,4,5,9,1076 
2016,4,5,10,704 
2016,4,5,11,336 
2016,4,5,12,60 
2016,4,5,13,-44 
2016,4,5,14,46 
2016,4,5,15,293 
2016,4,5,16,625 
2016,4,5,17,970 
2016,4,5,18,1242 
2016,4,5,19,1352 
2016,4,5,20,1258 
2016,4,5,21,998 
2016,4,5,22,645 
2016,4,5,23,279 
2016,4,6,0,-10 
2016,4,6,1,-139 
2016,4,6,2,-66 
2016,4,6,3,187 
2016,4,6,4,552 
2016,4,6,5,955 
2016,4,6,6,1309 
2016,4,6,7,1514 
2016,4,6,8,1488 
2016,4,6,9,1240 
2016,4,6,10,853 
2016,4,6,11,424 
2016,4,6,12,47 
2016,4,6,13,-182 
2016,4,6,14,-196 
2016,4,6,15,0 
2016,4,6,16,344 
2016,4,6,17,756 
2016,4,6,18,1154 
2016,4,6,19,1436 
2016,4,6,20,1506 
2016,4,6,21,1346 
2016,4,6,22,1020 
2016,4,6,23,619 
2016,4,7,0,233 
2016,4,7,1,-40 
2016,4,7,2,-120 
2016,4,7,3,9 
2016,4,7,4,306 
2016,4,7,5,694 
2016,4,7,6,1093 
2016,4,7,7,1403 
2016,4,7,8,1516 
2016,4,7,9,1377 
2016,4,7,10,1032 
2016,4,7,11,586 
2016,4,7,12,145 
2016,4,7,13,-196 
2016,4,7,14,-345 
2016,4,7,15,-262 
2016,4,7,16,23 
2016,4,7,17,439 
2016,4,7,18,905 
2016,4,7,19,1324 
2016,4,7,20,1579 
2016,4,7,21,1592 
2016,4,7,22,1375 
2016,4,7,23,1011 
2016,4,8,0,598 
2016,4,8,1,231 
2016,4,8,2,5 
2016,4,8,3,-23 
2016,4,8,4,145 
2016,4,8,5,456 
2016,4,8,6,835 
2016,4,8,7,1192 
2016,4,8,8,1421 
2016,4,8,9,1426 
2016,4,8,10,1187 
2016,4,8,11,784 
2016,4,8,12,329 
2016,4,8,13,-77 
2016,4,8,14,-345 
2016,4,8,15,-406 
2016,4,8,16,-244 
2016,4,8,17,100 
2016,4,8,18,559 
2016,4,8,19,1043 
2016,4,8,20,1441 
2016,4,8,21,1644 
2016,4,8,22,1601 
2016,4,8,23,1353 
2016,4,9,0,989 
2016,4,9,1,604 
2016,4,9,2,289 
2016,4,9,3,119 
2016,4,9,4,130 
2016,4,9,5,308 
2016,4,9,6,603 
2016,4,9,7,940 
2016,4,9,8,1222 
2016,4,9,9,1349 
2016,4,9,10,1255 
2016,4,9,11,957 
2016,4,9,12,548 
2016,4,9,13,134 
2016,4,9,14,-199 
2016,4,9,15,-381 
2016,4,9,16,-369 
2016,4,9,17,-159 
2016,4,9,18,212 
2016,4,9,19,678 
2016,4,9,20,1138 
2016,4,9,21,1481 
2016,4,9,22,1623 
2016,4,9,23,1546 
2016,4,10,0,1302 
2016,4,10,1,976 
2016,4,10,2,652 
2016,4,10,3,402 
2016,4,10,4,279 
2016,4,10,5,303 
2016,4,10,6,463 
2016,4,10,7,716 
2016,4,10,8,983 
2016,4,10,9,1169 
2016,4,10,10,1199 
2016,4,10,11,1041 
2016,4,10,12,736 
2016,4,10,13,373 
2016,4,10,14,37 
2016,4,10,15,-208 
2016,4,10,16,-316 
2016,4,10,17,-259 
2016,4,10,18,-33 
2016,4,10,19,333 
2016,4,10,20,766 
2016,4,10,21,1166 
2016,4,10,22,1439 
2016,4,10,23,1534 
2016,4,11,0,1455 
2016,4,11,1,1249 
2016,4,11,2,989 
2016,4,11,3,738 
2016,4,11,4,547 
2016,4,11,5,448 
2016,4,11,6,459 
2016,4,11,7,581 
2016,4,11,8,772 
2016,4,11,9,950 
2016,4,11,10,1043 
2016,4,11,11,1007 
2016,4,11,12,837 
2016,4,11,13,574 
2016,4,11,14,290 
2016,4,11,15,46 
2016,4,11,16,-122 
2016,4,11,17,-184 
2016,4,11,18,-113 
2016,4,11,19,101 
2016,4,11,20,431 
2016,4,11,21,802 
2016,4,11,22,1124 
2016,4,11,23,1336 
2016,4,12,0,1413 
2016,4,12,1,1361 
2016,4,12,2,1217 
2016,4,12,3,1031 
2016,4,12,4,846 
2016,4,12,5,690 
2016,4,12,6,588 
2016,4,12,7,569 
2016,4,12,8,640 
2016,4,12,9,756 
2016,4,12,10,851 
2016,4,12,11,880 
2016,4,12,12,826 
2016,4,12,13,688 
2016,4,12,14,498 
2016,4,12,15,304 
2016,4,12,16,138 
2016,4,12,17,20 
2016,4,12,18,-27 
2016,4,12,19,31 
2016,4,12,20,211 
2016,4,12,21,483 
2016,4,12,22,778 
2016,4,12,23,1031 
2016,4,13,0,1211 
2016,4,13,1,1300 
2016,4,13,2,1295 
2016,4,13,3,1216 
2016,4,13,4,1094 
2016,4,13,5,947 
2016,4,13,6,796 
2016,4,13,7,671 
2016,4,13,8,611 
2016,4,13,9,625 
2016,4,13,10,674 
2016,4,13,11,714 
2016,4,13,12,727 
2016,4,13,13,700 
2016,4,13,14,625 
2016,4,13,15,515 
2016,4,13,16,396 
2016,4,13,17,279 
2016,4,13,18,176 
2016,4,13,19,117 
2016,4,13,20,143 
2016,4,13,21,273 
2016,4,13,22,479 
2016,4,13,23,710 
2016,4,14,0,925 
2016,4,14,1,1105 
2016,4,14,2,1225 
2016,4,14,3,1270 
2016,4,14,4,1242 
2016,4,14,5,1152 
2016,4,14,6,1010 
2016,4,14,7,837 
2016,4,14,8,677 
2016,4,14,9,575 
2016,4,14,10,542 
2016,4,14,11,553 
2016,4,14,12,586 
2016,4,14,13,627 
2016,4,14,14,657 
2016,4,14,15,651 
2016,4,14,16,609 
2016,4,14,17,533 
2016,4,14,18,428 
2016,4,14,19,309 
2016,4,14,20,218 
2016,4,14,21,201 
2016,4,14,22,278 
2016,4,14,23,435 
2016,4,15,0,633 
2016,4,15,1,845 
2016,4,15,2,1046 
2016,4,15,3,1202 
2016,4,15,4,1282 
2016,4,15,5,1273 
2016,4,15,6,1179 
2016,4,15,7,1009 
2016,4,15,8,799 
2016,4,15,9,601 
2016,4,15,10,467 
2016,4,15,11,415 
2016,4,15,12,434 
2016,4,15,13,505 
2016,4,15,14,606 
2016,4,15,15,700 
2016,4,15,16,753 
2016,4,15,17,748 
2016,4,15,18,679 
2016,4,15,19,551 
2016,4,15,20,395 
2016,4,15,21,262 
2016,4,15,22,201 
2016,4,15,23,244 
2016,4,16,0,381 
2016,4,16,1,582 
2016,4,16,2,816 
2016,4,16,3,1046 
2016,4,16,4,1224 
2016,4,16,5,1309 
2016,4,16,6,1283 
2016,4,16,7,1149 
2016,4,16,8,931 
2016,4,16,9,678 
2016,4,16,10,453 
2016,4,16,11,314 
2016,4,16,12,286 
2016,4,16,13,356 
2016,4,16,14,496 
2016,4,16,15,665 
2016,4,16,16,814 
2016,4,16,17,899 
2016,4,16,18,897 
2016,4,16,19,800 
2016,4,16,20,626 
2016,4,16,21,422 
2016,4,16,22,248 
2016,4,16,23,163 
2016,4,17,0,201 
2016,4,17,1,355 
2016,4,17,2,584 
2016,4,17,3,846 
2016,4,17,4,1095 
2016,4,17,5,1269 
2016,4,17,6,1323 
2016,4,17,7,1244 
2016,4,17,8,1048 
2016,4,17,9,777 
2016,4,17,10,491 
2016,4,17,11,264 
2016,4,17,12,160 
2016,4,17,13,197 
2016,4,17,14,347 
2016,4,17,15,561 
2016,4,17,16,788 
2016,4,17,17,969 
2016,4,17,18,1056 
2016,4,17,19,1021 
2016,4,17,20,871 
2016,4,17,21,641 
2016,4,17,22,394 
2016,4,17,23,199 
2016,4,18,0,119 
2016,4,18,1,188 
2016,4,18,2,380 
2016,4,18,3,643 
2016,4,18,4,925 
2016,4,18,5,1168 
2016,4,18,6,1304 
2016,4,18,7,1294 
2016,4,18,8,1139 
2016,4,18,9,876 
2016,4,18,10,562 
2016,4,18,11,271 
2016,4,18,12,82 
2016,4,18,13,52 
2016,4,18,14,178 
2016,4,18,15,410 
2016,4,18,16,689 
2016,4,18,17,951 
2016,4,18,18,1134 
2016,4,18,19,1186 
2016,4,18,20,1093 
2016,4,18,21,879 
2016,4,18,22,600 
2016,4,18,23,331 
2016,4,19,0,146 
2016,4,19,1,107 
2016,4,19,2,227 
2016,4,19,3,463 
2016,4,19,4,749 
2016,4,19,5,1028 
2016,4,19,6,1233 
2016,4,19,7,1297 
2016,4,19,8,1198 
2016,4,19,9,963 
2016,4,19,10,647 
2016,4,19,11,320 
2016,4,19,12,64 
2016,4,19,13,-46 
2016,4,19,14,22 
2016,4,19,15,238 
2016,4,19,16,539 
2016,4,19,17,858 
2016,4,19,18,1125 
2016,4,19,19,1274 
2016,4,19,20,1263 
2016,4,19,21,1099 
2016,4,19,22,828 
2016,4,19,23,522 
2016,4,20,0,263 
2016,4,20,1,124 
2016,4,20,2,149 
2016,4,20,3,324 
2016,4,20,4,590 
2016,4,20,5,878 
2016,4,20,6,1124 
2016,4,20,7,1256 
2016,4,20,8,1222 
2016,4,20,9,1030 
2016,4,20,10,730 
2016,4,20,11,392 
2016,4,20,12,94 
2016,4,20,13,-84 
2016,4,20,14,-90 
2016,4,20,15,78 
2016,4,20,16,369 
2016,4,20,17,715 
2016,4,20,18,1044 
2016,4,20,19,1280 
2016,4,20,20,1361 
2016,4,20,21,1271 
2016,4,20,22,1042 
2016,4,20,23,736 
2016,4,21,0,436 
2016,4,21,1,223 
2016,4,21,2,157 
2016,4,21,3,250 
2016,4,21,4,466 
2016,4,21,5,740 
2016,4,21,6,1002 
2016,4,21,7,1181 
2016,4,21,8,1211 
2016,4,21,9,1071 
2016,4,21,10,800 
2016,4,21,11,468 
2016,4,21,12,150 
2016,4,21,13,-75 
2016,4,21,14,-145 
2016,4,21,15,-42 
2016,4,21,16,209 
2016,4,21,17,551 
2016,4,21,18,915 
2016,4,21,19,1220 
2016,4,21,20,1389 
2016,4,21,21,1383 
2016,4,21,22,1216 
2016,4,21,23,941 
2016,4,22,0,632 
2016,4,22,1,374 
2016,4,22,2,236 
2016,4,22,3,247 
2016,4,22,4,394 
2016,4,22,5,629 
2016,4,22,6,886 
2016,4,22,7,1091 
2016,4,22,8,1173 
2016,4,22,9,1088 
2016,4,22,10,854 
2016,4,22,11,539 
2016,4,22,12,217 
2016,4,22,13,-37 
2016,4,22,14,-159 
2016,4,22,15,-116 
2016,4,22,16,80 
2016,4,22,17,391 
2016,4,22,18,760 
2016,4,22,19,1110 
2016,4,22,20,1356 
2016,4,22,21,1435 
2016,4,22,22,1341 
2016,4,22,23,1118 
2016,4,23,0,828 
2016,4,23,1,551 
2016,4,23,2,361 
2016,4,23,3,304 
2016,4,23,4,379 
2016,4,23,5,556 
2016,4,23,6,785 
2016,4,23,7,998 
2016,4,23,8,1119 
2016,4,23,9,1089 
2016,4,23,10,899 
2016,4,23,11,606 
2016,4,23,12,289 
2016,4,23,13,19 
2016,4,23,14,-143 
2016,4,23,15,-155 
2016,4,23,16,-15 
2016,4,23,17,249 
2016,4,23,18,597 
2016,4,23,19,965 
2016,4,23,20,1269 
2016,4,23,21,1430 
2016,4,23,22,1417 
2016,4,23,23,1256 
2016,4,24,0,1007 
2016,4,24,1,736 
2016,4,24,2,515 
2016,4,24,3,401 
2016,4,24,4,411 
2016,4,24,5,525 
2016,4,24,6,708 
2016,4,24,7,907 
2016,4,24,8,1052 
2016,4,24,9,1074 
2016,4,24,10,939 
2016,4,24,11,680 
2016,4,24,12,372 
2016,4,24,13,94 
2016,4,24,14,-99 
2016,4,24,15,-162 
2016,4,24,16,-80 
2016,4,24,17,130 
2016,4,24,18,436 
2016,4,24,19,792 
2016,4,24,20,1130 
2016,4,24,21,1364 
2016,4,24,22,1438 
2016,4,24,23,1352 
2016,4,25,0,1157 
2016,4,25,1,915 
2016,4,25,2,687 
2016,4,25,3,531 
2016,4,25,4,481 
2016,4,25,5,532 
2016,4,25,6,657 
2016,4,25,7,823 
2016,4,25,8,972 
2016,4,25,9,1035 
2016,4,25,10,964 
2016,4,25,11,758 
2016,4,25,12,475 
2016,4,25,13,196 
2016,4,25,14,-17 
2016,4,25,15,-127 
2016,4,25,16,-108 
2016,4,25,17,38 
2016,4,25,18,288 
2016,4,25,19,607 
2016,4,25,20,945 
2016,4,25,21,1228 
2016,4,25,22,1385 
2016,4,25,23,1391 
2016,4,26,0,1268 
2016,4,26,1,1074 
2016,4,26,2,865 
2016,4,26,3,690 
2016,4,26,4,588 
2016,4,26,5,574 
2016,4,26,6,636 
2016,4,26,7,751 
2016,4,26,8,880 
2016,4,26,9,965 
2016,4,26,10,953 
2016,4,26,11,819 
2016,4,26,12,590 
2016,4,26,13,329 
2016,4,26,14,106 
2016,4,26,15,-37 
2016,4,26,16,-79 
2016,4,26,17,-8 
2016,4,26,18,170 
2016,4,26,19,429 
2016,4,26,20,734 
2016,4,26,21,1030 
2016,4,26,22,1249 
2016,4,26,23,1346 
2016,4,27,0,1318 
2016,4,27,1,1196 
2016,4,27,2,1029 
2016,4,27,3,863 
2016,4,27,4,731 
2016,4,27,5,658 
2016,4,27,6,651 
2016,4,27,7,701 
2016,4,27,8,787 
2016,4,27,9,867 
2016,4,27,10,894 
2016,4,27,11,833 
2016,4,27,12,685 
2016,4,27,13,477 
2016,4,27,14,268 
2016,4,27,15,108 
2016,4,27,16,22 
2016,4,27,17,18 
2016,4,27,18,107 
2016,4,27,19,285 
2016,4,27,20,527 
2016,4,27,21,795 
2016,4,27,22,1038 
2016,4,27,23,1207 
2016,4,28,0,1278 
2016,4,28,1,1253 
2016,4,28,2,1157 
2016,4,28,3,1029 
2016,4,28,4,898 
2016,4,28,5,786 
2016,4,28,6,711 
2016,4,28,7,686 
2016,4,28,8,708 
2016,4,28,9,755 
2016,4,28,10,790 
2016,4,28,11,784 
2016,4,28,12,720 
2016,4,28,13,601 
2016,4,28,14,446 
2016,4,28,15,296 
2016,4,28,16,188 
2016,4,28,17,130 
2016,4,28,18,131 
2016,4,28,19,208 
2016,4,28,20,359 
2016,4,28,21,564 
2016,4,28,22,787 
2016,4,28,23,989 
2016,4,29,0,1138 
2016,4,29,1,1217 
2016,4,29,2,1221 
2016,4,29,3,1161 
2016,4,29,4,1061 
2016,4,29,5,942 
2016,4,29,6,820 
2016,4,29,7,719 
2016,4,29,8,660 
2016,4,29,9,646 
2016,4,29,10,659 
2016,4,29,11,676 
2016,4,29,12,679 
2016,4,29,13,656 
2016,4,29,14,595 
2016,4,29,15,501 
2016,4,29,16,401 
2016,4,29,17,317 
2016,4,29,18,255 
2016,4,29,19,231 
2016,4,29,20,270 
2016,4,29,21,379 
2016,4,29,22,541 
2016,4,29,23,729 
2016,4,30,0,917 
2016,4,30,1,1080 
2016,4,30,2,1191 
2016,4,30,3,1231 
2016,4,30,4,1195 
2016,4,30,5,1100 
2016,4,30,6,961 
2016,4,30,7,801 
2016,4,30,8,657 
2016,4,30,9,560 
2016,4,30,10,518 
2016,4,30,11,525 
2016,4,30,12,564 
2016,4,30,13,621 
2016,4,30,14,668 
2016,4,30,15,674 
2016,4,30,16,632 
2016,4,30,17,558 
2016,4,30,18,465 
2016,4,30,19,367 
2016,4,30,20,294 
2016,4,30,21,282 
2016,4,30,22,345 
2016,4,30,23,476 
2016,5,1,0,658 
2016,5,1,1,864 
2016,5,1,2,1063 
2016,5,1,3,1212 
2016,5,1,4,1275 
2016,5,1,5,1238 
2016,5,1,6,1114 
2016,5,1,7,926 
2016,5,1,8,710 
2016,5,1,9,518 
2016,5,1,10,392 
2016,5,1,11,350 
2016,5,1,12,391 
2016,5,1,13,497 
2016,5,1,14,637 
2016,5,1,15,762 
2016,5,1,16,828 
2016,5,1,17,816 
2016,5,1,18,735 
2016,5,1,19,602 
2016,5,1,20,443 
2016,5,1,21,308 
2016,5,1,22,244 
2016,5,1,23,275 
2016,5,2,0,403 
2016,5,2,1,610 
2016,5,2,2,858 
2016,5,2,3,1097 
2016,5,2,4,1271 
2016,5,2,5,1328 
2016,5,2,6,1254 
2016,5,2,7,1067 
2016,5,2,8,808 
2016,5,2,9,532 
2016,5,2,10,303 
2016,5,2,11,176 
2016,5,2,12,176 
2016,5,2,13,296 
2016,5,2,14,499 
2016,5,2,15,733 
2016,5,2,16,932 
2016,5,2,17,1039 
2016,5,2,18,1028 
2016,5,2,19,908 
2016,5,2,20,709 
2016,5,2,21,479 
2016,5,2,22,283 
2016,5,2,23,181 
2016,5,3,0,206 
2016,5,3,1,362 
2016,5,3,2,613 
2016,5,3,3,905 
2016,5,3,4,1172 
2016,5,3,5,1344 
2016,5,3,6,1362 
2016,5,3,7,1215 
2016,5,3,8,943 
2016,5,3,9,608 
2016,5,3,10,281 
2016,5,3,11,43 
2016,5,3,12,-45 
2016,5,3,13,39 
2016,5,3,14,265 
2016,5,3,15,575 
2016,5,3,16,896 
2016,5,3,17,1152 
2016,5,3,18,1275 
2016,5,3,19,1234 
2016,5,3,20,1050 
2016,5,3,21,773 
2016,5,3,22,475 
2016,5,3,23,234 
2016,5,4,0,120 
2016,5,4,1,170 
2016,5,4,2,372 
2016,5,4,3,670 
2016,5,4,4,991 
2016,5,4,5,1262 
2016,5,4,6,1401 
2016,5,4,7,1346 
2016,5,4,8,1106 
2016,5,4,9,745 
2016,5,4,10,346 
2016,5,4,11,-2 
2016,5,4,12,-212 
2016,5,4,13,-223 
2016,5,4,14,-32 
2016,5,4,15,306 
2016,5,4,16,710 
2016,5,4,17,1101 
2016,5,4,18,1389 
2016,5,4,19,1497 
2016,5,4,20,1400 
2016,5,4,21,1141 
2016,5,4,22,794 
2016,5,4,23,447 
2016,5,5,0,189 
2016,5,5,1,93 
2016,5,5,2,187 
2016,5,5,3,435 
2016,5,5,4,763 
2016,5,5,5,1092 
2016,5,5,6,1340 
2016,5,5,7,1415 
2016,5,5,8,1266 
2016,5,5,9,929 
2016,5,5,10,497 
2016,5,5,11,67 
2016,5,5,12,-266 
2016,5,5,13,-410 
2016,5,5,14,-322 
2016,5,5,15,-25 
2016,5,5,16,405 
2016,5,5,17,881 
2016,5,5,18,1314 
2016,5,5,19,1603 
2016,5,5,20,1667 
2016,5,5,21,1503 
2016,5,5,22,1177 
2016,5,5,23,784 
2016,5,6,0,418 
2016,5,6,1,174 
2016,5,6,2,118 
2016,5,6,3,256 
2016,5,6,4,532 
2016,5,6,5,867 
2016,5,6,6,1179 
2016,5,6,7,1376 
2016,5,6,8,1366 
2016,5,6,9,1120 
2016,5,6,10,709 
2016,5,6,11,244 
2016,5,6,12,-176 
2016,5,6,13,-454 
2016,5,6,14,-513 
2016,5,6,15,-331 
2016,5,6,16,49 
2016,5,6,17,541 
2016,5,6,18,1058 
2016,5,6,19,1499 
2016,5,6,20,1754 
2016,5,6,21,1757 
2016,5,6,22,1532 
2016,5,6,23,1167 
2016,5,7,0,761 
2016,5,7,1,412 
2016,5,7,2,206 
2016,5,7,3,192 
2016,5,7,4,357 
2016,5,7,5,638 
2016,5,7,6,955 
2016,5,7,7,1226 
2016,5,7,8,1350 
2016,5,7,9,1249 
2016,5,7,10,930 
2016,5,7,11,488 
2016,5,7,12,36 
2016,5,7,13,-333 
2016,5,7,14,-534 
2016,5,7,15,-509 
2016,5,7,16,-256 
2016,5,7,17,171 
2016,5,7,18,692 
2016,5,7,19,1212 
2016,5,7,20,1622 
2016,5,7,21,1818 
2016,5,7,22,1760 
2016,5,7,23,1499 
2016,5,8,0,1130 
2016,5,8,1,749 
2016,5,8,2,442 
2016,5,8,3,282 
2016,5,8,4,297 
2016,5,8,5,465 
2016,5,8,6,728 
2016,5,8,7,1006 
2016,5,8,8,1214 
2016,5,8,9,1257 
2016,5,8,10,1083 
2016,5,8,11,732 
2016,5,8,12,310 
2016,5,8,13,-86 
2016,5,8,14,-378 
2016,5,8,15,-500 
2016,5,8,16,-412 
2016,5,8,17,-122 
2016,5,8,18,319 
2016,5,8,19,831 
2016,5,8,20,1315 
2016,5,8,21,1662 
2016,5,8,22,1791 
2016,5,8,23,1692 
2016,5,9,0,1429 
2016,5,9,1,1092 
2016,5,9,2,762 
2016,5,9,3,508 
2016,5,9,4,384 
2016,5,9,5,406 
2016,5,9,6,557 
2016,5,9,7,782 
2016,5,9,8,1004 
2016,5,9,9,1137 
2016,5,9,10,1109 
2016,5,9,11,900 
2016,5,9,12,568 
2016,5,9,13,209 
2016,5,9,14,-104 
2016,5,9,15,-315 
2016,5,9,16,-373 
2016,5,9,17,-251 
2016,5,9,18,44 
2016,5,9,19,466 
2016,5,9,20,935 
2016,5,9,21,1349 
2016,5,9,22,1619 
2016,5,9,23,1694 
2016,5,10,0,1584 
2016,5,10,1,1352 
2016,5,10,2,1070 
2016,5,10,3,800 
2016,5,10,4,592 
2016,5,10,5,485 
2016,5,10,6,496 
2016,5,10,7,615 
2016,5,10,8,789 
2016,5,10,9,944 
2016,5,10,10,1010 
2016,5,10,11,941 
2016,5,10,12,742 
2016,5,10,13,471 
2016,5,10,14,199 
2016,5,10,15,-28 
2016,5,10,16,-170 
2016,5,10,17,-189 
2016,5,10,18,-61 
2016,5,10,19,213 
2016,5,10,20,589 
2016,5,10,21,986 
2016,5,10,22,1316 
2016,5,10,23,1517 
2016,5,11,0,1563 
2016,5,11,1,1471 
2016,5,11,2,1288 
2016,5,11,3,1067 
2016,5,11,4,849 
2016,5,11,5,669 
2016,5,11,6,560 
2016,5,11,7,548 
2016,5,11,8,626 
2016,5,11,9,744 
2016,5,11,10,838 
2016,5,11,11,863 
2016,5,11,12,795 
2016,5,11,13,646 
2016,5,11,14,457 
2016,5,11,15,272 
2016,5,11,16,116 
2016,5,11,17,18 
2016,5,11,18,12 
2016,5,11,19,124 
2016,5,11,20,358 
2016,5,11,21,669 
2016,5,11,22,983 
2016,5,11,23,1237 
2016,5,12,0,1393 
2016,5,12,1,1437 
2016,5,12,2,1378 
2016,5,12,3,1246 
2016,5,12,4,1074 
2016,5,12,5,886 
2016,5,12,6,712 
2016,5,12,7,589 
2016,5,12,8,549 
2016,5,12,9,586 
2016,5,12,10,657 
2016,5,12,11,717 
2016,5,12,12,739 
2016,5,12,13,709 
2016,5,12,14,629 
2016,5,12,15,522 
2016,5,12,16,405 
2016,5,12,17,294 
2016,5,12,18,213 
2016,5,12,19,197 
2016,5,12,20,278 
2016,5,12,21,459 
2016,5,12,22,699 
2016,5,12,23,941 
2016,5,13,0,1144 
2016,5,13,1,1283 
2016,5,13,2,1341 
2016,5,13,3,1315 
2016,5,13,4,1219 
2016,5,13,5,1071 
2016,5,13,6,888 
2016,5,13,7,703 
2016,5,13,8,560 
2016,5,13,9,495 
2016,5,13,10,503 
2016,5,13,11,554 
2016,5,13,12,618 
2016,5,13,13,675 
2016,5,13,14,703 
2016,5,13,15,692 
2016,5,13,16,646 
2016,5,13,17,569 
2016,5,13,18,472 
2016,5,13,19,383 
2016,5,13,20,342 
2016,5,13,21,382 
2016,5,13,22,509 
2016,5,13,23,692 
2016,5,14,0,889 
2016,5,14,1,1070 
2016,5,14,2,1210 
2016,5,14,3,1283 
2016,5,14,4,1275 
2016,5,14,5,1189 
2016,5,14,6,1036 
2016,5,14,7,837 
2016,5,14,8,633 
2016,5,14,9,473 
2016,5,14,10,395 
2016,5,14,11,402 
2016,5,14,12,471 
2016,5,14,13,576 
2016,5,14,14,688 
2016,5,14,15,774 
2016,5,14,16,816 
2016,5,14,17,803 
2016,5,14,18,733 
2016,5,14,19,622 
2016,5,14,20,507 
2016,5,14,21,431 
2016,5,14,22,430 
2016,5,14,23,519 
2016,5,15,0,672 
2016,5,15,1,855 
2016,5,15,2,1035 
2016,5,15,3,1181 
2016,5,15,4,1256 
2016,5,15,5,1242 
2016,5,15,6,1137 
2016,5,15,7,955 
2016,5,15,8,729 
2016,5,15,9,505 
2016,5,15,10,340 
2016,5,15,11,276 
2016,5,15,12,318 
2016,5,15,13,440 
2016,5,15,14,606 
2016,5,15,15,775 
2016,5,15,16,907 
2016,5,15,17,975 
2016,5,15,18,962 
2016,5,15,19,869 
2016,5,15,20,724 
2016,5,15,21,572 
2016,5,15,22,462 
2016,5,15,23,437 
2016,5,16,0,514 
2016,5,16,1,668 
2016,5,16,2,857 
2016,5,16,3,1043 
2016,5,16,4,1185 
2016,5,16,5,1242 
2016,5,16,6,1194 
2016,5,16,7,1046 
2016,5,16,8,822 
2016,5,16,9,567 
2016,5,16,10,336 
2016,5,16,11,190 
2016,5,16,12,173 
2016,5,16,13,283 
2016,5,16,14,477 
2016,5,16,15,705 
2016,5,16,16,918 
2016,5,16,17,1074 
2016,5,16,18,1137 
2016,5,16,19,1093 
2016,5,16,20,955 
2016,5,16,21,766 
2016,5,16,22,580 
2016,5,16,23,452 
2016,5,17,0,429 
2016,5,17,1,524 
2016,5,17,2,698 
2016,5,17,3,900 
2016,5,17,4,1083 
2016,5,17,5,1202 
2016,5,17,6,1216 
2016,5,17,7,1112 
2016,5,17,8,906 
2016,5,17,9,640 
2016,5,17,10,368 
2016,5,17,11,154 
2016,5,17,12,62 
2016,5,17,13,124 
2016,5,17,14,317 
2016,5,17,15,582 
2016,5,17,16,858 
2016,5,17,17,1095 
2016,5,17,18,1245 
2016,5,17,19,1272 
2016,5,17,20,1173 
2016,5,17,21,980 
2016,5,17,22,750 
2016,5,17,23,546 
2016,5,18,0,426 
2016,5,18,1,436 
2016,5,18,2,568 
2016,5,18,3,766 
2016,5,18,4,971 
2016,5,18,5,1135 
2016,5,18,6,1209 
2016,5,18,7,1157 
2016,5,18,8,981 
2016,5,18,9,718 
2016,5,18,10,423 
2016,5,18,11,161 
2016,5,18,12,-1 
2016,5,18,13,-8 
2016,5,18,14,148 
2016,5,18,15,422 
2016,5,18,16,742 
2016,5,18,17,1046 
2016,5,18,18,1279 
2016,5,18,19,1390 
2016,5,18,20,1355 
2016,5,18,21,1188 
2016,5,18,22,944 
2016,5,18,23,692 
2016,5,19,0,497 
2016,5,19,1,417 
2016,5,19,2,478 
2016,5,19,3,649 
2016,5,19,4,860 
2016,5,19,5,1053 
2016,5,19,6,1177 
2016,5,19,7,1180 
2016,5,19,8,1045 
2016,5,19,9,797 
2016,5,19,10,493 
2016,5,19,11,198 
2016,5,19,12,-19 
